,First Name,Last Name,Street Address,State,Postal Code,Email,Status,Recruit_id
2808,Donald,Gills,1129 I Street Anchorage ,AK ,99501,Donald.Gills@gmail.com,Yellow Light,9194ae976406dd9b85628dbcbd17a7aed5b177c5
2809,Alfred,Jackson,4607 Artelia Drive Nashville ,TN ,37013,Alfred.Jackson@gmail.com,Red Light,133a305cab6d0ba33a9388076e87dcc8c8c164a2
2810,Judith,Brown,8501 Twin Gable Drive Montgomery ,AL ,36116,Judith.Brown@gmail.com,Red Light,33c9667d6392a6ff75a375432a0d98462f5fd39f
2811,Barbara,Heath,52 Oleary Drive Manchester ,CT ,06040,Barbara.Heath@gmail.com,Yellow Light,0b629009f2e4ceeff2a51340534b5abd4e1c3bfd
2812,Steve,Padilla,5 Yerxa Road Cambridge ,MA ,02140,Steve.Padilla@gmail.com,Red Light,cd759db1370568b449193171673e9e57ff5ae239
2813,Brian,Otsuka,9428 North 65th Drive Glendale ,AZ ,85302,Brian.Otsuka@gmail.com,Yellow Light,3661c16b3a957d22f6612ba0432f6739e283219b
2814,Lillian,Lyles,141 Parker Road Pittsford ,VT ,05763,Lillian.Lyles@gmail.com,Green Light,c49ac0dd8a836dd2adb7673c496a1cb7750a8dfc
2815,Roberto,Burton,6604 North 59th Avenue Glendale ,AZ ,85301,Roberto.Burton@gmail.com,Yellow Light,fab50422f8cb2ecf2eebbe22c169169ee1be7031
2816,Stewart,Brown,7431 Candace Way Louisville ,KY ,40214,Stewart.Brown@gmail.com,Red Light,ebedf4dddf566d7d1ae8346db12ccb41baa062ae
2817,Salvatore,Ray,24147 Clinton Court Hayward ,CA ,94545,Salvatore.Ray@gmail.com,Green Light,734c2044ba95301715b824f9148eb406ab70b05b
2818,Paul,Robinson,1514 Canton Avenue Milton ,MA ,02186,Paul.Robinson@gmail.com,Yellow Light,5c08b5f72af707633ed24343d646b6efe2c7448b
2819,Christopher,Andersen,740 East 34th Street Savannah ,GA ,31401,Christopher.Andersen@gmail.com,Green Light,33011259f10e64dbfe7fbb76e476a2aa7ffc051f
2820,Mark,Hummel,1211 Friendship Avenue Panama City ,FL ,32401,Mark.Hummel@gmail.com,Green Light,b07479f90d19322e2102c8101e36eb14ec215276
2821,Brooke,Miller,10802 Brickside Court Riverview ,FL ,33579,Brooke.Miller@gmail.com,Yellow Light,fdc2d86cc34028696a3511036db73b2a90747716
2822,Brittany,Reilly,3546 Rosa L Parks Avenue Montgomery ,AL ,36105,Brittany.Reilly@gmail.com,Green Light,329f433ec6891c949ba2e4ebf4c0e880d3b9774a
2823,Jesse,Briggs,2543 The Meadows Montgomery ,AL ,36116,Jesse.Briggs@gmail.com,Yellow Light,a186da37c6a58af1e6066d41d64b6cb566187641
2824,Howard,Folsom,49 West Street Bolton ,VT ,05676,Howard.Folsom@gmail.com,Yellow Light,20c88ee1508864e8055c61eb599ace399052d8ac
2825,Lionel,Wiley,1452 55th Avenue Oakland ,CA ,94621,Lionel.Wiley@gmail.com,Green Light,56c2e063d1339d429ade5cf9fb155ef23a94abba
2826,Rebecca,Andrus,320 Union Station Way Calera ,AL ,35040,Rebecca.Andrus@gmail.com,Green Light,1ba6106720ca001cc1461229273458307e757981
2827,David,Borum,15254 North 52nd Avenue Glendale ,AZ ,85306,David.Borum@gmail.com,Green Light,d08014219acf744a963dc1f16d24b47cf11bfe45
2828,Rebbeca,Ulrich,5410 McLean Drive Elk Grove ,CA ,95757,Rebbeca.Ulrich@gmail.com,Yellow Light,0d52d9845c7bd10c40e9e524d8e884927abc00b6
2829,Chad,Clark,205 North Henderson Bend Road Northwest Calhoun ,GA ,30701,Chad.Clark@gmail.com,Yellow Light,aa9e5ed77e77bb727c77a910c6a0f0290e4fb6a6
2830,Raymond,Tabron,2106 Standard Avenue Louisville ,KY ,40210,Raymond.Tabron@gmail.com,Yellow Light,6b666f818f3a2de273181122467f54e074aa7ea2
2831,Edward,Tate,2507 R Street Southeast Washington ,DC ,20020,Edward.Tate@gmail.com,Yellow Light,6a10f9177adf478e040fc67934d44ae4c3b69f4f
2832,Kelly,Heppner,815 Plantation Drive Panama City ,FL ,32404,Kelly.Heppner@gmail.com,Red Light,989192f0919dc26b5fe6a44e4c745ef49a41a615
2833,Billie,Mayfield,119 Matthew Lane Nashville ,TN ,37215,Billie.Mayfield@gmail.com,Yellow Light,84b27485b851a7198f315eb846ae97ff712825b7
2834,Leon,Monton,3728 9th Street Northwest Washington ,DC ,20010,Leon.Monton@gmail.com,Yellow Light,2bd9389adcebb6082b327341bf507f1d4f1d5320
2835,Rose,Thorngren,1938 Arcadian Street Savannah ,GA ,31405,Rose.Thorngren@gmail.com,Green Light,a2c6f0a67ab0831e586a72fe4e2395d36874564a
2836,Steven,Men,4 Conti Circle Barre ,VT ,05641,Steven.Men@gmail.com,Green Light,b8beec1f443cce82add880fc3f1f210546381e94
2837,Linda,Brubaker,16 Redbud Way Marlborough ,MA ,01752,Linda.Brubaker@gmail.com,Yellow Light,c7387fcf319c73aa63186ba59c08819b79f93c61
2838,Carrie,Hatherly,70 Valley Road Louisville ,KY ,40204,Carrie.Hatherly@gmail.com,Red Light,1df42dfc22bbb2c73fabe60fc6cc52fc5565d3f7
2839,Evangelina,Minks,21 Glenoak Lane Northwest Glen Burnie ,MD ,21061,Evangelina.Minks@gmail.com,Green Light,5868350ea6ba242ebf1f23d643a9cf6877065ecf
2840,Sandra,Manning,100 Fenwick Village Drive Savannah ,GA ,31419,Sandra.Manning@gmail.com,Yellow Light,3eabedc7de47880a7abeefa792cdc12fe4a88c2f
2841,Frances,Burkett,6116 West Charter Oak Road Glendale ,AZ ,85304,Frances.Burkett@gmail.com,Green Light,d82d467a687f79d60302eb02bab0e9c644ca5213
2842,Marilynn,Whitmer,12438 West 83rd Avenue Arvada ,CO ,80005,Marilynn.Whitmer@gmail.com,Green Light,92498d716c534cb8048fec3052b01409e4dcd43f
2843,Eddy,Sinstack,398 Gove Hill Road Thetford ,VT ,05075,Eddy.Sinstack@gmail.com,Red Light,2855c47d6198911ce15dc42a6476564a2e723289
2844,Derrick,Mercer,2399 East 14th Street San Leandro ,CA ,94577,Derrick.Mercer@gmail.com,Red Light,4b4fda198bce97a2d82eb64cf85191f65821953e
2845,James,Valenzuela,110 Oxford Road Savannah ,GA ,31419,James.Valenzuela@gmail.com,Green Light,6e84e00772e5cfe6a113de4f60121db88aea1ef5
2846,Alison,Farmer,9223 Elgin Circle Anchorage ,AK ,99502,Alison.Farmer@gmail.com,Yellow Light,441144e6615d5feaaf52575ff32b4b9e2a423ebf
2847,John,Perrette,580 Hollow Wood Road Montgomery ,AL ,36109,John.Perrette@gmail.com,Green Light,bdacf03473b04209c5f373c8af083ed8eec98b2d
2848,Ada,Thomas,8159 West 81st Avenue Arvada ,CO ,80005,Ada.Thomas@gmail.com,Green Light,57db12067b45345619a1ba5f92386bd7599edfa3
2849,Travis,Sparling,2835 Southwest 78th Street Oklahoma City ,OK ,73159,Travis.Sparling@gmail.com,Red Light,8beff7c5b8a0d4c707192392eef8edb72aa5ed65
2850,Lillie,Beatty,8380 Lockwood Road Pasadena ,MD ,21122,Lillie.Beatty@gmail.com,Green Light,d98539e72eafea2889bed6490fb90d61cd02d00b
2851,Lynn,Pough,1402 North Capitol Street Northwest Washington ,DC ,20002,Lynn.Pough@gmail.com,Red Light,ee5269e92bcf66ca8e509206f2a3094653135efb
2852,Randy,Kotas,2909 Flamstead Road Chester ,VT ,05143,Randy.Kotas@gmail.com,Green Light,33f23b65f1b493dd5530645fc9421b195193856c
2853,Viola,White,3033 Aubert Avenue Louisville ,KY ,40206,Viola.White@gmail.com,Red Light,11a3a84a55c7e3e8936e4cc53e423c3453eb796c
2854,Helen,Wilkins,107 West Canton Circle Springfield ,MA ,01104,Helen.Wilkins@gmail.com,Red Light,8dcd1f846aff55f7915f303d8e53800f6ae77463
2855,Deborah,Villalobos,8064 Claytie Circle Nashville ,TN ,37221,Deborah.Villalobos@gmail.com,Green Light,a251e9bc99df3822224a40cab025784a3ee1b23c
2856,Violet,Salo,4 Conti Circle Barre ,VT ,05641,Violet.Salo@gmail.com,Green Light,57f003abb9a98c69008c39c3114d1e2bfef12631
2857,Brian,Hurst,4 Glen Circle Glen Burnie ,MD ,21060,Brian.Hurst@gmail.com,Yellow Light,d9309860325c6212d3931badf7a16b2e91e4d575
2858,Frances,Watts,62 High Street Manchester ,CT ,06040,Frances.Watts@gmail.com,Green Light,b92348eb0ee96a9ab393f3e8a416312ebc14a7e9
2859,Robert,Lira,2040 Innes Circle Anchorage ,AK ,99515,Robert.Lira@gmail.com,Yellow Light,a9b13f134773752b6e1bde4b0b316e800a8d571f
2860,Brian,Ledford,9 South Pinyon Point Fayetteville ,AR ,72701,Brian.Ledford@gmail.com,Yellow Light,fd8d2abee97f99085e013e666f32693c31a25143
2861,Harriet,Murphy,775 47th Street Oakland ,CA ,94609,Harriet.Murphy@gmail.com,Yellow Light,38ab210a5cbbefa7969693cbd8b6e12df5f7d92a
2862,William,Carver,1109 East Glenn Lane Fayetteville ,AR ,72703,William.Carver@gmail.com,Red Light,0ad44c449a06df3494c7fe8b12cbadd5f18838a7
2863,Bernard,Prieto,525 Middle Turnpike West Manchester ,CT ,06040,Bernard.Prieto@gmail.com,Green Light,a3e3532cab28f75a83f8a3f437676594a96bd656
2864,John,Gannon,4221 Thompson Avenue Anchorage ,AK ,99508,John.Gannon@gmail.com,Yellow Light,2fa5d5c81943d0db4ba4501a53d6b00b82b12bdf
2865,Eric,Rauser,3138 Banneker Drive Northeast Washington ,DC ,20018,Eric.Rauser@gmail.com,Yellow Light,af5b76e76bacad670ddf79e88979ffc24d22dddb
2866,Jill,Daniels,20117 Lucas Avenue Anchorage ,AK ,99577,Jill.Daniels@gmail.com,Red Light,84556f4b87b1cd664081f99700be4b95d1d86130
2867,Margaret,Coleman,319 West Silverwood Drive Midwest City ,OK ,73110,Margaret.Coleman@gmail.com,Yellow Light,e4a250e5cabcfb1316e944150ed4a9aa9eb102ec
2868,Charles,Neagle,645 Malaga Place Panama City Beach ,FL ,32413,Charles.Neagle@gmail.com,Green Light,e5afea0a16eca0cf2f047bfdfcf0a3b96d565885
2869,Judith,Howe,6740 Van Gordon Street Arvada ,CO ,80004,Judith.Howe@gmail.com,Green Light,a08c12fda002b811236cfa296b5b51ff5f1aecf2
2870,Samantha,Webb,8709 Peeble Lane Louisville ,KY ,40272,Samantha.Webb@gmail.com,Yellow Light,59028ea2f5ae05d5b60f9d60774b1d74536b998d
2871,Bradford,Satterwhite,904 Shepherd Street Northwest Washington ,DC ,20011,Bradford.Satterwhite@gmail.com,Green Light,0047ac0934828ad310b62cac7e100a8a4730c64a
2872,Michelle,Chase,6821 Northwest 25th Street Bethany ,OK ,73008,Michelle.Chase@gmail.com,Green Light,2b5ff743a66cb49bd6fa997b4896dd661bee20a5
2873,Jennifer,Resendez,165 New Hampshire Avenue Somerset ,MA ,02726,Jennifer.Resendez@gmail.com,Green Light,c08bf872c2e9862aaabbcf3f1efcd01e0a27a144
2874,Simonne,Alves,1606 Trevilian Way Louisville ,KY ,40205,Simonne.Alves@gmail.com,Green Light,f7cee10395c2ecb8b2a06d79bc4b4067466974c8
2875,Maria,Mcdonald,6516 Nile Circle Arvada ,CO ,80007,Maria.Mcdonald@gmail.com,Yellow Light,09798474161c5b626ec78f9ca6cdbe84ffa0476b
2876,Danny,Payne,17 Gregory Street Middleton ,MA ,01949,Danny.Payne@gmail.com,Green Light,b4ccaee500a75461aa877b53a56479dcab12090d
2877,Mary,Fair,25538 Calaroga Avenue Hayward ,CA ,94545,Mary.Fair@gmail.com,Red Light,c8e77c5bcbbe8a5a1c9de4b666fcbc5738cb5e19
2878,Stephanie,Hicks,5038 North Cimarron Drive Beverly Hills ,FL ,34465,Stephanie.Hicks@gmail.com,Green Light,2a1952f5784245e65854828c9afdbb26fe506422
2879,Dean,Lachance,16040 North 67th Drive Peoria ,AZ ,85382,Dean.Lachance@gmail.com,Yellow Light,c7b378a9b3e5d8fb4b57fa06f4b7ce4b8fe3a1f1
2880,Leslie,Richardson,50 Winthrop Avenue Lawrence ,MA ,01843,Leslie.Richardson@gmail.com,Yellow Light,f202f55beb1969db62b818e75ba90a622e472edd
2881,Evelyn,Mitchell,9827 Davenport Avenue Youngstown ,FL ,32466,Evelyn.Mitchell@gmail.com,Green Light,bd665c8949e92258a549697653f78c8b60db532c
2882,Michael,Swigart,1711 Lore Road Anchorage ,AK ,99507,Michael.Swigart@gmail.com,Yellow Light,a33895294293caa671e8bfd2399d10d5f8c70a53
2883,Jessica,Stewart,1124 Frederick Douglass Avenue Oklahoma City ,OK ,73117,Jessica.Stewart@gmail.com,Green Light,be8bceca14764322f6069971883951846930e1a9
2884,John,Gomez,822 Bowden Street Savannah ,GA ,31415,John.Gomez@gmail.com,Red Light,2587ce7a0d0895a4d425bf071213d94c3dcc46bb
2885,Olga,Dennis,200 Edson Road Windham ,VT ,05359,Olga.Dennis@gmail.com,Green Light,9b75df188758d6e79c448e613c8d3c10006fbe07
2886,Kimberly,Pate,243 McKee Street Manchester ,CT ,06040,Kimberly.Pate@gmail.com,Green Light,441e3714b594846f91cba928e80836db1cfe5a19
2887,Kathryn,Brown,247 Summit Street Manchester ,CT ,06042,Kathryn.Brown@gmail.com,Green Light,8da44981992debcd7c984e4e61ac068902bc0a2d
2888,Ray,Jones,5650 West 60th Avenue Arvada ,CO ,80003,Ray.Jones@gmail.com,Red Light,1f6009f12ae3f6273be294568957d97c27bd91af
2889,Kelsey,Christensen,4920 Quonset Drive Sacramento ,CA ,95820,Kelsey.Christensen@gmail.com,Red Light,fbb2070aa7ebdb597bf1f4c1641fff8166003fd1
2890,Richard,Damato,13066 North 56th Avenue Glendale ,AZ ,85304,Richard.Damato@gmail.com,Green Light,db5b2ed0b8e3ee951c11c3553f65dff51259dd7d
2891,Michael,Jacques,833 50th Place Northeast Washington ,DC ,20019,Michael.Jacques@gmail.com,Red Light,200099e9a3afb7e43b244d66aae8ab8fc2d66636
2892,Kyle,Shaw,2347 Glen Eagle Drive Northfield ,KY ,40222,Kyle.Shaw@gmail.com,Red Light,8b39a887c67ed9a37f547d7132ce58e9c1b149ac
2893,George,Archambault,1424 Winter Avenue Louisville ,KY ,40204,George.Archambault@gmail.com,Yellow Light,f571b31916c1193b96ac274c5c1aa45a05062585
2894,Ginger,Seitz,207 Spruce Street Manchester ,CT ,06040,Ginger.Seitz@gmail.com,Red Light,cf81e5849a17ba68cfc347a84bd94492360a3142
2895,Rick,Wright,2902 Flint Street Union City ,CA ,94587,Rick.Wright@gmail.com,Green Light,c4ad784d83ce32966f9cf4bb63b56a8c8d522236
2896,David,Marinese,152 Bissell Street Manchester ,CT ,06040,David.Marinese@gmail.com,Green Light,79f92d4406b0be8659ed8caee7521db0681febbe
2897,Jacob,Burrell,8142 Mallard Shore Drive Laurel ,MD ,20724,Jacob.Burrell@gmail.com,Red Light,f247ea0c22987960e78e7c5786232d7170b97acc
2898,James,Brimage,13360 West 83rd Place Arvada ,CO ,80005,James.Brimage@gmail.com,Green Light,a1645ca7914a878315af8783a16964da7826cca0
2899,Stephen,Solomon,1643 Oxford Street Berkeley ,CA ,94709,Stephen.Solomon@gmail.com,Red Light,006b452845b6ef59fd2a08425c248d13e252e120
2900,Erin,Romie,1330 North Mission Boulevard Fayetteville ,AR ,72701,Erin.Romie@gmail.com,Yellow Light,bbcc6422547e8ad4b07dc1f7fdde43e8a771cf8a
2901,Forrest,Stiegman,3601 South Portland Avenue Oklahoma City ,OK ,73119,Forrest.Stiegman@gmail.com,Yellow Light,225d3d1c58c3c16ad6fb50a7118a5b7fd6d2e875
2902,Kathy,Haney,11 North Vineyard Drive Pueblo West ,CO ,81007,Kathy.Haney@gmail.com,Red Light,57b7bc0ec2a458173a98f0be210f1d67dc190bd9
2903,Laura,Miller,1954 Wilson Court Mountain View ,CA ,94040,Laura.Miller@gmail.com,Yellow Light,987dee930b806679dfe4b09cdde9152f2e8fd53d
2904,Mary,Miller,1821 Catalpa Way Hayward ,CA ,94545,Mary.Miller@gmail.com,Yellow Light,da5d835f4b16cd0dd89c2094a0ef70c7ff0d1c4f
2905,Juan,Pate,5300 Robinwood Road Louisville ,KY ,40218,Juan.Pate@gmail.com,Green Light,6f7a5f46e14f97a85468956084c134445ab8646a
2906,Frank,Bryan,1481 Stannage Avenue Berkeley ,CA ,94702,Frank.Bryan@gmail.com,Green Light,b15dcb4bbae5c5f25ab81758c14afd888efa7791
2907,Diane,Rutherford,13417 West Marlette Court Litchfield Park ,AZ ,85340,Diane.Rutherford@gmail.com,Green Light,d6201d7b4c54c413302026b3e1e06cd13f2ac9ab
2908,Charlie,Radsky,7966 Chase Circle Arvada ,CO ,80003,Charlie.Radsky@gmail.com,Red Light,aaad0b45b42900b41f9e3a5bdc3c3c8f6ad93f8c
2909,George,Davis,2134 West Mills Drive Orange ,CA ,92868,George.Davis@gmail.com,Green Light,6c2e0882f537c79969c3122973b881d96eec8b99
2910,John,Vasques,22352 North 67th Drive Glendale ,AZ ,85310,John.Vasques@gmail.com,Green Light,861081ceeb59ac2794c3b7d46d5047a5e5026272
2911,Lois,Terry,7549 Delancey Street Youngstown ,FL ,32466,Lois.Terry@gmail.com,Yellow Light,3c0c5287388d72c422eab240d76d1826f526a872
2912,Charles,Jackson,632 Belmar Drive Edmond ,OK ,73025,Charles.Jackson@gmail.com,Yellow Light,4636d6da0948fce8a36eaa16f211a18ae9c7fd33
2913,Sunday,Jefferies,2835 Jed Road Escondido ,CA ,92027,Sunday.Jefferies@gmail.com,Yellow Light,4cec5eb171ed4d72545bb6bdd6f1c0e63da87917
2914,Nida,Riser,513 Habberton Road Fayetteville ,AR ,72703,Nida.Riser@gmail.com,Yellow Light,0bed430d866449213f7e53c01269d950fbe3a30b
2915,Elizabeth,Ressler,14 Tranquil Place Pooler ,GA ,31322,Elizabeth.Ressler@gmail.com,Green Light,057bb6e7210c0fe8aa4a9e80d0e0a7ec232d8662
2916,Ralph,Knutson,12245 West 71st Place Arvada ,CO ,80004,Ralph.Knutson@gmail.com,Yellow Light,101ae36e079c3ce629cb374097d9d4ea10b00c51
2917,William,England,7912 Depew Street Arvada ,CO ,80003,William.England@gmail.com,Green Light,ecd8391ed5296a309d56f6951d176018f5a5428e
2918,Rhonda,Stelter,400 South 28th Street Louisville ,KY ,40212,Rhonda.Stelter@gmail.com,Yellow Light,ae66b2fab01a701fe2758e96e389bc44cbaa943e
2919,John,Heuser,5436 Dorbrandt Street Anchorage ,AK ,99518,John.Heuser@gmail.com,Yellow Light,67bed6fa5cd32d366190f80d3093db2724e85218
2920,Ricky,Guard,2765 North Barcelona Avenue Fayetteville ,AR ,72703,Ricky.Guard@gmail.com,Yellow Light,83b9dbc36d02fff6123d6af089ae898c1768333e
2921,George,Almonte,6604 West Montebello Avenue Glendale ,AZ ,85301,George.Almonte@gmail.com,Yellow Light,6110a1de72927a23d7ab109dd10a29dbb920ef36
2922,Matthew,Naranjo,6622 West Mescal Street Glendale ,AZ ,85304,Matthew.Naranjo@gmail.com,Red Light,184ee9d96ea355e80258f0c0c72e0e21f06c7c42
2923,Barry,Vargas,4052 Brandywine Pointe Boulevard Nashville ,TN ,37138,Barry.Vargas@gmail.com,Green Light,83ccfbc03e787ab7c4861b9c3d437e360a3aac07
2924,Corey,Brown,4486 U.S. 5 Newport ,VT ,05855,Corey.Brown@gmail.com,Yellow Light,840a5b311a94f456a3ece41b2175b4250f9a4803
2925,Alicia,Duty,2307 East 72nd Avenue Anchorage ,AK ,99507,Alicia.Duty@gmail.com,Red Light,fea76451532ad8e57a8c983acf9794bde5768018
2926,Phillip,Boring,5222 Nick Road Shady Side ,MD ,20764,Phillip.Boring@gmail.com,Yellow Light,f4ea7c4e13d07a4e9835c4feb4ce0a5b477e9290
2927,Pamela,Beach,99 Summer Street Manchester ,CT ,06040,Pamela.Beach@gmail.com,Red Light,a1ff5e5c9bbbae5a8bc94325f5c1f3b86d0078ec
2928,Samuel,Yanko,7758 Betty Louise Drive Panama City ,FL ,32404,Samuel.Yanko@gmail.com,Yellow Light,d1448dcfabfb85672e7f9b42317e431350ef6801
2929,Robert,Smith,2613 Southeast 50th Street Oklahoma City ,OK ,73129,Robert.Smith@gmail.com,Green Light,0a508e793bb35d1d5e78dc98aa4c62bf5213a623
2930,Junior,Dettman,45 Heathcote Circle Savannah ,GA ,31405,Junior.Dettman@gmail.com,Red Light,ddd56ad3e86eaa8295a5a914ff6747615bbe703f
2931,Walter,Sindelar,8325 Northwest 19th Street Oklahoma City ,OK ,73127,Walter.Sindelar@gmail.com,Yellow Light,fe81e312cb024d2f74e42e6f20cfa64f97b3eac7
2932,Jami,Lovell,11901 Northern Raven Drive Anchorage ,AK ,99516,Jami.Lovell@gmail.com,Yellow Light,5e7bb8c426b210f9014687c0cca81b56b5119ece
2933,Robert,Raderstorf,2721 Lindsay Avenue Louisville ,KY ,40206,Robert.Raderstorf@gmail.com,Red Light,5871ca6ad74ea57c5ece873f5bd0f62c64adcbe8
2934,Edward,Norman,22825 North 74th Lane Glendale ,AZ ,85310,Edward.Norman@gmail.com,Red Light,13517ee156bc6490ec9471a53effdc1099cb300d
2935,Ralph,Phillips,10129 Spring Gate Drive Louisville ,KY ,40241,Ralph.Phillips@gmail.com,Yellow Light,e822a0676615e4f913a52cb527e4bd79f2dbeed3
2936,Enrique,Bennett,2330 39th Street Northwest Washington ,DC ,20007,Enrique.Bennett@gmail.com,Yellow Light,98c6ef92a0759e2a4cb72dec2b76062c6408b0cb
2937,Michael,Garrison,804 Dry Creek Road Goodlettsville ,TN ,37072,Michael.Garrison@gmail.com,Green Light,07e85c1c96b4f581846889ee905990f0403d5fad
2938,Mike,Cobb,5614 Kipling Parkway Arvada ,CO ,80002,Mike.Cobb@gmail.com,Yellow Light,fca4aaac9e64d1fdcf2b42bbacea1e6923bccf3a
2939,Ida,Gillespie,814 Keswick Boulevard Louisville ,KY ,40217,Ida.Gillespie@gmail.com,Red Light,2021154c0b5062413335fc872d0867de1ef7b0c7
2940,Jennifer,Michl,15 Cranberry Hill Road Thetford ,VT ,05043,Jennifer.Michl@gmail.com,Yellow Light,cbe155742f809b97d3849e5242cb964f53fe37a5
2941,Robert,Ayres,5073 West 65th Place Arvada ,CO ,80003,Robert.Ayres@gmail.com,Red Light,f12b5bd1ea77843a23f96d0af2d5a6098705e749
2942,Chris,Durfee,2010 Rising Hill Drive Norman ,OK ,73071,Chris.Durfee@gmail.com,Yellow Light,a9b833f7a592577fc50121c6db4b4536e72e7edd
2943,Concetta,Turner,320 Northwest 22nd Street Oklahoma City ,OK ,73103,Concetta.Turner@gmail.com,Green Light,70f3134574e5106e0c764cfe9ded29dd14daa7ac
2944,Sonia,Hill,27 Cabbage Crossing Savannah ,GA ,31411,Sonia.Hill@gmail.com,Green Light,0242f82ec659de4d79499fc422f6788401d5ef33
2945,Raymond,Bennett,1718 Underwood Road Gambrills ,MD ,21054,Raymond.Bennett@gmail.com,Red Light,868bf174f72ba99e301d1696a468567dd5917d99
2946,Vivian,Thomason,6101 North 60th Avenue Glendale ,AZ ,85301,Vivian.Thomason@gmail.com,Red Light,3e21b00d4e7d4c7951a8ebfa1f8709d820af0d57
2947,Mavis,Davis,2330 39th Street Northwest Washington ,DC ,20007,Mavis.Davis@gmail.com,Red Light,53d126f81159d36b049dbb157b1ac998c73e32b4
2948,Mary,Ackley,32 Prospect Street Manchester ,CT ,06040,Mary.Ackley@gmail.com,Yellow Light,fd52ae318dbb84d0fdb688c58f3d3af6e2c296d8
2949,Sarah,Fernandez,3511 Oakland Zion Road Fayetteville ,AR ,72703,Sarah.Fernandez@gmail.com,Red Light,bcc1d2e8c65a94c87bba4686a597afa41fdfed13
2950,Fred,Funk,604 Northwest 118th Street Oklahoma City ,OK ,73114,Fred.Funk@gmail.com,Red Light,61a1964d95b6e12ddd1667018f00f7b30691d7a9
2951,Love,Ward,145 Saint John Street Manchester ,CT ,06040,Love.Ward@gmail.com,Green Light,4fb6f9fb66cb321ff4866f794251bb5233663898
2952,Helen,Goff,6118 North 60th Avenue Glendale ,AZ ,85301,Helen.Goff@gmail.com,Yellow Light,cb2d977ae5a4f33ee96a02260b075f39f980793d
2953,Loretta,Chandler,1420 12th Street Northwest Washington ,DC ,20005,Loretta.Chandler@gmail.com,Green Light,8f6bedc8158669e21abdf3780bb8205f6dae12bd
2954,Adam,Roberts,6029 Wright Street Arvada ,CO ,80004,Adam.Roberts@gmail.com,Green Light,a21a99b4ca3e079ff7d9bad8a6c09f077e4d73da
2955,Theodore,Jones,8597 Bay Road Pasadena ,MD ,21122,Theodore.Jones@gmail.com,Green Light,a3bfb48e797618f46e56c31969317dd28b4e88ff
2956,Omar,Love,17623 Norma Lane Fountain ,FL ,32438,Omar.Love@gmail.com,Green Light,8c26e920c14af5e653f07b16dd3cfdd2126106ad
2957,Michael,Brown,12546 West Montebello Avenue Litchfield Park ,AZ ,85340,Michael.Brown@gmail.com,Red Light,1836d65c8c38d5d7fab10ba0da05d39e8f9007be
2958,Albert,Crenshaw,829 Dunbarton Road Montgomery ,AL ,36117,Albert.Crenshaw@gmail.com,Red Light,96e212ebaeaf04c9fc237cf3d6a6d7362eaaddd8
2959,Jennifer,Clark,99 Pond Avenue Brookline ,MA ,02445,Jennifer.Clark@gmail.com,Yellow Light,611628b55b282b1816b764dba09e7b5c04144108
2960,Erika,Balfour,5912 North 48th Avenue Glendale ,AZ ,85301,Erika.Balfour@gmail.com,Yellow Light,6c6d97a5d50e1b4e590acfd1ba255fa422519360
2961,Jennifer,Proctor,7541 Florence Circle Anchorage ,AK ,99507,Jennifer.Proctor@gmail.com,Green Light,de8d36b5e58a064960b8324c7650dc0e6a66237a
2962,Mamie,Washington,3415 Brookdale Drive Santa Clara ,CA ,95051,Mamie.Washington@gmail.com,Red Light,6c21d07aebf956852a319e50fe864b021dad513d
2963,Carole,Menken,18117 Muldrow Street Anchorage ,AK ,99577,Carole.Menken@gmail.com,Green Light,43e52004cfb4b81c0dbb69d10df3e38222a636f4
2964,Terrie,Powell,4455 West 61st Place Arvada ,CO ,80003,Terrie.Powell@gmail.com,Yellow Light,14b025c7c641eb334a1aac5eee4b6bc8274e38e4
2965,Miles,Seaman,1601 Northwest 22nd Street Oklahoma City ,OK ,73106,Miles.Seaman@gmail.com,Red Light,2d71d3bbfdb140c2c7572335613495da5c3fe807
2966,Tommy,Wolfe,1347 Blackwalnut Court Annapolis ,MD ,21403,Tommy.Wolfe@gmail.com,Green Light,7cc71ba2708aea60e66eef6d5e2f2563deae9eac
2967,Cody,Lancaster,1408 Holly Street Nashville ,TN ,37206,Cody.Lancaster@gmail.com,Red Light,7fba0bdd01fcf3e75c319c4c192f2097865c4170
2968,Lillian,Moreno,19 Euston Street Brookline ,MA ,02446,Lillian.Moreno@gmail.com,Red Light,1c42bf3bba8ea9223732b9914dc3c6ab2969a0e1
2969,Daryl,Polk,4560 Hurlston Drive Montgomery ,AL ,36116,Daryl.Polk@gmail.com,Green Light,11e33d17cb811ded901acea99f078477ce0c064b
2970,Chanel,Illich,6120 Southeast 84th Street Oklahoma City ,OK ,73135,Chanel.Illich@gmail.com,Red Light,8304a06186ba0e987ad80763a0ab5dd90e0109cf
2971,Anthony,Whittlesey,1236 Southwest 49th Street Oklahoma City ,OK ,73109,Anthony.Whittlesey@gmail.com,Red Light,bf234ed6affd53183a7ce6ed8f52bae9e95f74c6
2972,Catalina,Bryson,159 North Pawlet Road Pawlet ,VT ,05761,Catalina.Bryson@gmail.com,Red Light,c0af4760e58b6d2ee6627f480b0252b791c5eb4d
